Country,S&P Rating,Country Name,country_code,unemployment_2000,unemployment_2014,unemployment_2015,unemployment_2016,unemployment_2017,unemployment_2018,unemployment_2019,unemployment_2020,unemployment_2021,unemployment_2022,unemployment_2023,current_account_balance_1990,current_account_balance_2000,current_account_balance_2014,current_account_balance_2015,current_account_balance_2016,current_account_balance_2017,current_account_balance_2018,current_account_balance_2019,current_account_balance_2020,current_account_balance_2021,current_account_balance_2022,current_account_balance_2023,exchange_rate_usd_1990,exchange_rate_usd_2000,exchange_rate_usd_2014,exchange_rate_usd_2015,exchange_rate_usd_2016,exchange_rate_usd_2017,exchange_rate_usd_2018,exchange_rate_usd_2019,exchange_rate_usd_2020,exchange_rate_usd_2021,exchange_rate_usd_2022,exchange_rate_usd_2023,gdp_1990,gdp_2000,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp_2021,gdp_2022,gdp_2023,inflation_1990,inflation_2000,inflation_2014,inflation_2015,inflation_2016,inflation_2017,inflation_2018,inflation_2019,inflation_2020,inflation_2021,inflation_2022,inflation_2023,total_reserves_1990,total_reserves_2000,total_reserves_2014,total_reserves_2015,total_reserves_2016,total_reserves_2017,total_reserves_2018,total_reserves_2019,total_reserves_2020,total_reserves_2021,total_reserves_2022,total_reserves_2023,Unnamed: 73,value_counts
Singapore,AAA,Singapore,SGP,3.7,3.74,3.79,4.08,4.2,3.613,3.1,4.1,4.64,3.591,3.472,8.63724140435271,11.0715031927897,17.9502135491877,18.6930222903094,17.8112454897134,18.1593772652361,15.9752990437672,16.040986959745,16.5832826947614,19.8421819647593,17.9951919909951,19.7691034806569,1.81253333333333,1.72396333333333,1.26705,1.374825,1.38154636363636,1.380925,1.34884166666667,1.36415833333333,1.37974166666667,1.34348333333333,1.37866666666667,1.34276666666667,36144336768.7023,96076539925.7409,314863580758.455,307998545269.398,319053943915.005,343257164581.712,376892697588.005,376901649222.451,349488382610.662,434111559282.849,498474540987.78,501427500080.059,3.46075338652822,1.36162392448454,1.02514803039391,-0.522618167075298,-0.532268739716253,0.576260310166349,0.43862011844684,0.565260568780326,-0.181916666666634,2.30485959040484,6.12106004039418,4.82146729476466,27789982289.34,81084978988.8664,261582777243.075,251875782494.842,251058293461.882,285000274600.258,292715632357.011,285477830549.322,369834181899.806,425097835210.8,296628740109.38,359834756845.917,179917378459.4585,73.0
United States,AA+,United States,USA,3.992,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65,3.625,-1.32399955459737,-3.92088461637514,-2.10117617206317,-2.2325584903738,-2.10699725119707,-1.87442427129943,-2.12935714812701,-2.05082808332895,-2.81541652061746,-3.66529172058257,-3.8916721040072,-3.26607086420481,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5960000000000.0,10300000000000.0,17600000000000.0,18300000000000.0,18800000000000.0,19600000000000.0,20700000000000.0,21500000000000.0,21400000000000.0,23700000000000.0,26000000000000.0,27700000000000.0,5.39795643990325,3.37685727149929,1.62222297740817,0.118627135552451,1.26158320570536,2.13011000365961,2.44258329692817,1.81221007526021,1.23358439630629,4.69785886363742,8.00279982052121,4.11633838374488,173093564607.845,128399516602.723,434416188744.625,383728497570.133,405942428719.749,451285263406.24,449907088828.546,516700583371.247,628369715338.322,716152260973.711,706644215998.894,773426187289.128,386713093693.064,97.0
Austria,AA+ ,Austria,AUT,4.694,5.674,5.802,6.064,5.561,4.933,4.56,5.201,6.459,4.992,5.243,4.266646251687537,3.290292503375073,2.31393875506261,1.58832680063968,2.57148776968201,1.24444591726667,0.908176708238319,2.38423045289808,3.3513779974929,1.71589946789047,-0.829086609771728,1.32556377170149,11.3698333333333,13817614375.665012,27635228739.960197,41452843104.25537,55270457468.55055,69088071832.84572,82905686197.1409,96723300561.43608,110540914925.73126,124358529290.02644,138176143654.32162,151993758018.61682,165811372382.912,196181599831.287,438556021078.034,379546097300.633,393687359770.273,414926138132.691,452582294972.775,442983642371.842,434397601557.696,480467037338.783,471773629830.381,511685203845.001,3.26187231878578,2.34486285357282,1.60581182954474,0.89656333526032,0.891591752655362,2.08126911385587,1.9983798142954,1.53089564152644,1.38191063351862,2.7666666666667,8.5468699318845,7.81413417002832,17227717542.1462,17649557521.9085,25001493235.2233,22239731667.636,23255493380.5846,21565331649.2621,23190665221.0656,23616397437.8114,30439562425.1269,33957000220.5267,33077693776.3888,31212271321.99,15606135690.995,60.0
Finland,AA+,Finland,FIN,11.135,8.663,9.376,8.818,8.64,7.361,6.695,7.759,7.606,6.719,7.155,-4.92220571481103,8.35697521580217,-1.40306958808626,-0.912485503630059,-1.98213896057961,-0.613710516292878,-1.63811271947478,-0.15499529100125,0.529983303828095,0.326640931588569,-2.25542537851097,-0.424831499279233,3.823505,11787176699.71596,23574353395.608418,35361530091.50087,47148706787.393326,58935883483.28578,70723060179.17824,82510236875.0707,94297413570.96317,106084590266.8556,117871766962.74806,129658943658.64052,141446120354.533,125967821110.589,273478528954.901,233210733506.25,238777818792.608,254000000000.0,273869255596.078,267014821129.411,270000311606.226,294223210496.119,280241515774.32,295532341254.907,6.1495653117985,3.04210080667795,1.04119621178439,-0.207928839905268,0.356684500891695,0.754015047084346,1.08382098409305,1.02409392963431,0.290554555653239,2.19457432340007,7.12350773301402,6.25064322154763,10414929121.4892,8409731733.14767,10679250780.1178,10016275637.3125,10465361380.0017,10506846391.9314,10309164187.4718,11426621292.5879,13479975777.3892,16744106303.3566,16036363939.0545,16928837296.6915,8464418679.84575,63.0
New Zealand,AA+,New Zealand,NZL,6.13,5.428,5.415,5.147,4.736,4.335,4.109,4.595,3.776,3.297,3.737,0.2170756439167349,-3.30284871216653,-3.0912993181172,-2.6179752290053,-2.12609804081912,-2.80906760923629,-4.04821394261566,-2.79306502128914,-1.12865212882116,-5.83652013150899,-8.76545636261221,-6.76716667289858,1.67620333333333,2.20114916666667,1.20543333333333,1.433975,1.436525,1.40740833333333,1.44525833333333,1.517875,1.54205833333333,1.4138,1.57718333333333,1.62843333333333,45495129385.0475,52623281956.7031,201337554959.49,178104220784.881,188898209220.167,206566916732.292,211846555690.736,212846907683.439,212697530897.56,253644079784.977,246733522841.353,252175506110.168,6.09844414810204,2.6152344624632,1.227507505974,0.292704628136101,0.646240284454524,1.85078767452536,1.59829703801696,1.61963190184048,1.71456170007245,3.94112060778728,7.17222476016441,5.73316283034957,4129354287.05595,3952081062.22381,15861069905.1322,14699798262.9867,17808384489.6379,20683740690.7906,17656593019.6171,17813501891.014,13733288688.8516,16113750239.6804,14399554617.1628,15487380827.5418,7743690449.7709,72.0
France,AA-,France,FRA,10.218,10.273,10.354,10.057,9.41,9.018,8.415,8.01,7.874,7.308,7.323,-0.790699531946192,1.1848394944316,-0.962733699381149,-0.334528437032909,-0.538632351885895,-0.474615185215668,-0.735670615255371,0.58736276457575,-2.00313613657686,0.244238511780542,-1.18259080268105,-0.993970970723725,5.445275,104804119990.53568,209608239975.62607,314412359960.71643,419216479945.8068,524020599930.8972,628824719915.9877,733628839901.0781,838432959886.1685,943237079871.2588,1048041199856.3492,1152845319841.4397,1257649439826.53,1360959069477.49,2861236112552.42,2442483452642.5,2470407619777.13,2588868323334.71,2781576320884.39,2722793515171.76,2647926055110.05,2966433692008.09,2796302210398.84,3051831611384.76,3.19428338029475,1.67595988720927,0.50775882293799,0.0375143805125182,0.18333486112386,1.03228275064662,1.85081508315502,1.10825492288294,0.476498852725066,1.64233141038385,5.22236748369735,4.87835726508441,68290938861.6469,63728079967.5087,143977104333.434,138198984338.294,145866068770.183,156322431109.247,166483400196.79,189006435295.488,224236417867.711,244280333397.895,242415618842.022,240792007784.254,120396003923.127,62.0
United Arab Emirates,AA,United Arab Emirates,ARE,2.25,1.962,1.792,1.64,2.462,2.236,2.331,4.294,3.105,2.873,2.706,2.7802307692307693,2.8544615384615386,2.9286923076923075,3.002923076923077,3.077153846153846,3.1513846153846155,3.2256153846153843,3.2998461538461537,3.374076923076923,3.4483076923076923,3.5225384615384616,3.5967692307692305,3.671,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,50701443748.2975,104337372362.151,414105366758.911,370275469560.166,369255326235.771,390516804016.501,427049432149.345,417989721734.494,349473015336.939,415178792769.884,502731935197.487,514130432653.081,342753621769.50275,171376810885.9245,2.34626865671643,4.06996608361593,1.61748808904198,1.96682557818842,3.06863379251997,-1.93108114782173,-2.07940317940944,0.179935336174431,5.29122604376849,1.62670837213248,4890564527.19409,13631620189.1667,78424381665.0826,93929134196.4176,85390832746.3078,95377648625.516,99503335478.7452,108359358451.761,106701571777.291,131116705892.304,138433303844.914,189490945175.271,94745472617.1355,59.0
Ireland,AA ,Ireland,IRL,4.318,11.858,9.908,8.374,6.713,5.741,4.95,5.623,6.194,4.479,4.34,3.5848775595700237,2.8297551191400467,2.07463267871007,6.16611836652655,-1.19043608616156,1.64776682090383,4.53684281424396,-20.5619614423642,-6.71276262590436,12.2562799365962,8.82777423084431,8.11468850147428,0.604588333333333,4108802701.261947,8217605401.919306,12326408102.576664,16435210803.234022,20544013503.89138,24652816204.54874,28761618905.206097,32870421605.863457,36979224306.52082,41088027007.17818,45196829707.83553,49305632408.4929,100207610429.909,266787238499.03,302391428540.035,305733136180.907,348532394023.595,395461216460.418,407124824064.995,436555518400.451,531306516907.984,548570250341.987,551394889339.778,3.31732886680118,5.57763269940387,0.190916398713745,-0.330959783371788,0.0201247735963237,0.362173038229378,0.471130713712916,0.937842961189274,-0.326183651280033,2.34034113447044,7.82945736434105,6.29942487419125,5361690181.89384,5407973929.95672,1749390343.43074,2203153449.1223,3589332627.17955,4412516406.92309,5222681912.93715,5732541811.18074,7463044894.51105,13246996093.19,13039213740.6945,12904794778.1845,6452397419.09225,60.0
Qatar,AA,Qatar,QAT,0.87,0.2,0.17,0.15,0.14,0.11,0.1,0.14,0.14,0.13,0.13,8.073087047191134,16.01617409438227,23.9592611415734,8.50181028353526,-5.45006694867961,3.98856887721847,9.08293669883969,2.41529709782418,-2.06750647355623,14.6435967830201,26.7778361985376,17.1136863386523,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,7360439423.07692,17759890109.8901,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27,179732009554.846,235709325708.341,213002809330.267,3.0009680542111,1.65033522434232,3.34972085659523,1.8140772393776,2.6765917009819,0.394878914083005,0.255815382724408,-0.666641124861147,-2.5403150300476,2.30446565742003,4.99527553740761,3.02764899198902,951656596.257737,1163240534.55416,43215459717.5334,37257529105.0352,31887349772.9792,15007730964.8132,30358280804.0766,39718464943.2827,40972506521.4797,42212542110.0839,47389335669.7513,51538727785.639,25769363928.3195,71.0
Belgium,AA,Belgium,BEL,6.586,8.523,8.482,7.83,7.086,5.948,5.36,5.555,6.264,5.558,5.508,3.922406470162884,2.336812940325768,0.751219410488652,1.38017908454948,0.558076934849913,0.702363722625537,-0.874098516086552,0.123098549898876,0.874586400402743,1.86556031631373,-1.18476181705959,-0.698394105629197,33.4179166666667,17110979026.287342,34221958019.156765,51332937012.02619,68443916004.895615,85554894997.76505,102665873990.63448,119776852983.50388,136887831976.37332,153998810969.24274,171109789962.11215,188220768954.9816,205331747947.851,236792460312.471,537987419164.351,461044767544.531,474271566739.729,500908767351.53,542638913427.921,536726344405.489,529694473501.791,598494036474.409,593438820508.173,644782756682.756,3.44831217961808,2.54451776190908,0.340002833356922,0.561429152790065,1.97385264653181,2.12597086002607,2.05316499865186,1.43681956996429,0.740791812220344,2.44024851144084,9.597511728725,4.04901077613941,23788895634.1247,12271745172.0013,25444391272.9201,24101851039.0629,23480922147.456,26151437584.4711,26856799008.9529,28969986952.2765,33296227564.694,41872371153.497,41273547745.1949,40812779631.4112,20406389845.7056,60.0
United Kingdom,AA,United Kingdom,GBR,5.558,6.11,5.301,4.81,4.33,3.996,3.737,4.472,4.826,3.73,4.055,-3.55031184555805,-1.80978814155872,-5.01141706795705,-4.94667701136358,-5.49879734304565,-3.49784868993649,-3.92206514953074,-2.6851488847368,-2.95839949111081,-0.440671238610715,-2.27877411232757,-1.96541217712575,0.563177166666667,0.660930833333333,0.607729626878255,0.654545478931426,0.740634463697084,0.776976682344123,0.749531540259847,0.783445110011929,0.779999576697153,0.727064944688323,0.811301715827773,0.804538906734353,1093169389204.55,1665534876683.31,3064708247921.43,2927911140916.73,2689106566899.61,2680148052335.3,2871340347581.79,2851407164907.81,2696778386607.65,3143323050707.26,3114042471144.39,3380854520809.54,8.06346090938833,1.18295624210408,1.45112016293279,0.36804684232536,1.0084173681141,2.55775577557747,2.29283990345938,1.73810460086513,0.989486703772491,2.51837109614213,7.92204883147902,6.79396706793963,43145747847.3062,50939389681.351,124487425221.296,148109299505.898,134931850848.279,150857673778.943,172657749536.315,173569199262.767,180054101389.553,194181397315.03,176409966646.608,177915356242.234,88957678157.617,73.0
South Korea,AA,South Korea,KOR,4.063,3.082,3.546,3.65,3.653,3.824,3.746,3.931,3.639,2.857,2.642,-0.989604095829498,1.76694970615425,5.5931452840881,7.17024612402236,6.52964042316155,4.63508697043555,4.48983945461857,3.61361701036494,4.6160437677793,4.68690580624589,1.54300407564714,2.07194932609212,707.765833333333,1130.3625,1052.84,1130.9525,1160.7675,1131.00083333333,1100.16333333333,1165.3575,1180.26583333333,1143.95166666667,1291.44666666667,1305.6625,283365844161.092,576179387819.613,1484488526271.8,1466038936206.43,1499679823909.61,1623074183501.9,1725373496825.43,1651422932447.77,1644312831906.17,1818432106880.04,1673916511799.71,1712792854202.37,8.57327225728677,2.25916580080157,1.27477446401322,0.70633177245575,0.971685739912168,1.94433230786366,1.47583935002645,0.383000303608136,0.537288023411737,2.49833333333339,5.08951365062842,3.5974562502901,14916134692.5271,96250965793.1312,362834692845.466,366707257929.029,370154204332.626,388804901513.924,403082233385.987,408819161841.749,443462937570.176,463281305723.059,423365991593.016,420930029064.025,210465014568.5125,73.0
Czech Republic,AA-,Czech Republic,CZE,8.764,6.108,5.048,3.952,2.893,2.246,2.015,2.551,2.803,2.224,2.593,-0.8665297790406101,-4.32605955808122,0.217020094001343,0.446971205922034,1.74734921729713,1.35301705500193,0.451859774047595,0.356195094422182,1.78520080795831,-2.04624111898244,-4.52048439437013,0.301691698482678,19.45005418257469,38.5984166666667,20.7575,24.59875,24.4399166666667,23.3763333333333,21.7299166666667,22.93225,23.21025,21.6781666666667,23.357,22.1980833333333,41016881802.4843,62175642238.0847,210911285077.683,189107698561.919,198160659303.939,221563575696.217,251992360762.236,256794209028.77,251109660602.536,290972714482.313,301831228325.556,343207874553.734,171603937278.7547,3.77538829151734,0.343988589646794,0.309364548494975,0.683504209385703,2.4505339846014,2.14949494949493,2.8478759591805,3.16129528497801,3.83984491500146,15.1001651468371,10.6612601372426,6570784879.29763,13141569747.934,54495067818.3817,64490290734.1553,85725304288.2449,147976372277.252,142511752519.564,149855634729.53,166125554207.071,173617578519.974,139981275466.87,148378918433.596,74189459251.298,69.0
Kuwait,A+,Kuwait,KWT,0.8,2.9,2.2,2.16,2.223,2.198,2.239,3.535,2.997,2.124,2.076,21.0889314375459,38.8987849354702,33.179075850826,7.49155630909272,0.586532843680829,6.42748123987403,17.3456575452398,21.4792265624363,19.8384588748188,23.5373149595846,34.2924461669909,31.395617236714,0.288455,0.306751583333333,0.284567141666667,0.300852025,0.302137441178496,0.303349758333333,0.301956493524177,0.303611163035755,0.306233121756716,0.301643110769949,0.306250154417753,0.30718535125088,18427777777.7778,37718743480.0751,162650450784.686,114585555830.916,109406674087.947,120687539675.517,138646316321.596,140856394870.02,111045470461.207,148459291453.471,183940215065.171,163704878875.85,9.83363531543402,1.81294613887089,2.90892672858625,3.27170166092133,3.19839776658374,2.17183298510006,0.543133148199567,1.09184802655856,2.101729548274,3.42362947609188,3.98064961990313,3.64216403030709,3889527869.383472,7779055735.12478,35175442351.7033,30960893267.6336,33936274928.4313,36889754716.8625,40282453060.4129,43668410965.0783,52918606999.3546,49525016980.8271,52461721622.8115,52619359334.9437,26309679703.47185,72.0
Estonia,NR,Estonia,EST,13.36,7.352,6.412,6.882,5.807,5.412,4.514,6.956,6.178,5.571,6.345,0.5434210035281497,-5.2581579929437,0.518408483980374,1.46327360938589,0.99204970692092,1.69972181836323,0.563761631353159,2.00905944057614,-2.7306242700292,-3.72846855950514,-3.89799854711609,-1.75017354585816,7.609231560404271,16.9686366666667,473881661.18252033,947763305.396404,1421644949.6102877,1895526593.8241715,2369408238.0380545,2843289882.2519383,3317171526.465822,3791053170.6797056,4264934814.893589,4738816459.107472,5212698103.321357,5686579747.53524,27055689003.0038,23311847750.9394,24561027787.7896,27469461919.1189,31222632740.7247,31873748770.0313,31820771493.8974,37204563051.4723,38376046174.971,41291245222.1948,20645622613.106644,4.01848952508763,-0.10617514652171,-0.49232600654737,0.148684907627373,3.41723549488054,3.43632688420446,2.27725931243522,-0.44453109767983,4.65316673847473,19.3982634080616,9.15922507983982,461419832.37324256,922839655.58726,436832954.504529,414798362.438981,352140743.414626,345036507.941262,755005588.304243,1426439025.48627,1996892748.8784,2371477144.82894,2216592399.41163,2593038273.75936,1296519165.87968,58.0
Bermuda,A+,Bermuda,BMU,9.640537234042553,9.136085106382978,9.052058510638298,8.903803191489363,8.664478723404255,8.383856382978724,8.24477659574468,9.305228723404252,9.015765957446808,8.230759525263965,7.967091058135851,15166521.337713469,30178282.315407977,12.7467918685619,14.1692141819505,12.2608303872275,13.1637987135115,12.3021020474022,11.2979726598327,12.3977262345857,13.2058418881567,9.1372279254378,5.068613962718899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1592400000.0,3480219000.0,6413988000.0,6654541000.0,6899911000.0,7142316000.0,7225977000.0,7423465000.0,6887147000.0,7286607000.0,7827980000.0,8141700000.0,7828557694.538462,7515415389.076923,7202273083.615385,6889130778.153847,6575988472.692308,6262846167.230769,5949703861.769231,5636561556.307693,5323419250.846154,5010276945.384616,4697134639.923077,4383992334.461538,4070850029.000001,3757707723.5384617,3444565418.0769234,3131423112.615385,2818280807.1538467,2505138501.6923084,2191996196.23077,1878853890.769232,1565711585.3076923,1252569279.8461542,939426974.384616,626284668.9230776,313142363.46153927,58.0
China,A+,China,CHN,3.26,4.63,4.65,4.56,4.47,4.31,4.56,5.0,4.55,4.98,4.67,3.3245772317122,1.69386988017616,2.25329351831007,2.64901137604426,1.70330002824602,1.53264496925769,0.173667284672295,0.720658984389148,1.69417196526513,1.98022814428178,2.47947458572128,1.42169348613261,4.78320833333333,8.27850416666666,6.14343409448867,6.22748867298455,6.6444778294468,6.75875508633597,6.61595717735439,6.90838500992901,6.90076726944925,6.44897518024316,6.73715811237119,7.08399842343631,360857912565.966,1211331651866.09,10475624944355.2,11061572618578.7,11233313730348.7,12310491333980.9,13894907857880.6,14279968506271.7,14700000000000.0,17820459508852.2,17881782683707.3,17800000000000.0,3.05229012075233,0.347811226864587,1.92164162788521,1.43702380935655,2.00000182191943,1.59313600071436,2.07479039965576,2.89923416358227,2.41942189457782,0.981015135544882,1.97357555739051,0.234836828893051,34475661158.6121,171763098225.843,3900039302991.09,3405253363888.14,3097658421378.4,3235681607213.04,3168216331199.08,3222894578036.36,3357240875433.71,3427931394628.85,3306839412813.78,3449544415518.98,1724772207797.49,76.0
Saudi Arabia,A ,Saudi Arabia,SAU,4.57,5.877,5.6,5.6,5.89,6.029,5.636,7.45,6.621,5.589,4.88,-3.52517261600742,7.55444425839441,10.4695042638399,-7.86281622610283,-3.67180807394518,1.69587571441748,8.61769056124221,4.58535509505622,-3.47926474073661,4.77239851885849,13.6679123697347,3.19136457884368,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,117630173564.753,189514933333.333,766605866666.667,669484266666.667,666000000000.0,714994666666.667,846583733333.333,839000000000.0,734000000000.0,874000000000.0,1108571466666.67,1067582933333.33,2.07715133531159,-1.12499477854774,2.23629031536978,1.20607322150109,2.06884036053473,-0.838194579675018,2.45814158007532,-2.09333333333329,3.44545825956692,3.06328988941547,2.4740737192537,2.32708518362692,13437132418.9441,20846854711.0682,744440513643.462,626989686477.742,547266635919.121,509457096430.156,509468527336.473,514962537825.302,472850970844.846,473889603512.936,478231707665.7,457948635287.488,228974317682.244,77.0
Japan,A+,Japan,JPN,4.748,3.589,3.385,3.132,2.822,2.467,2.351,2.809,2.828,2.6,2.575,2.6027277445176957,2.63045548903539,0.742322049627637,3.0702796590698,3.93809128404803,4.12036966283801,3.51661817468288,3.45076611445329,2.96758662260168,3.90347308918604,2.1209640548233,3.58403638327012,144.7925,107.765498333333,105.944781034025,121.044025684011,108.792900046834,112.166141081871,110.42317934106,109.009665900863,106.774582262437,109.754323839417,131.498140443764,140.49110006234,3185904656663.85,4968359075956.59,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5040880939324.86,5117993853016.51,5055587093501.59,5034620784584.98,4256410760723.75,4204494802431.55,3.0785162869516,-0.676578683595175,2.75922671353253,0.795279630579839,-0.127258844489754,0.484199796126385,0.989094598021848,0.46877615938395,-0.024995834027731,-0.233352779398264,2.49770278172255,3.26813365933163,87828344748.001,361639097011.665,1260680310062.82,1233097790281.8,1216518779919.68,1264140980383.63,1270467038786.78,1322443255598.64,1390808939303.36,1405748991418.92,1227573263129.26,1294636035263.82,647318017667.91,72.0
Iceland,A+,Iceland,ISL,1.936,4.897,3.979,2.978,2.742,2.704,3.507,5.478,6.029,3.789,3.562,-2.0649958515623,-10.1153060454823,4.34644886292108,5.62762590827157,8.27171987498996,4.25674789459763,4.28102734251169,6.54263819647393,1.12712934760835,-2.59418893076279,-2.13946338375331,1.22904239501446,58.283775,78.6159466666667,116.767352506899,131.918708431432,120.811548065239,106.839572014,108.300176306626,122.606773601907,135.421711629205,126.988860204557,135.27990200138,137.942952429967,6468736355.55678,9025660361.75842,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26260850582.0687,24681343649.2952,21629953194.0659,25825287184.3818,28770206626.5564,31325116556.3807,15.510721994253,5.13647123245151,2.04461481539333,1.63305558181326,1.69692761997751,1.76041559180596,2.68291768267392,3.01397179156053,2.84792401518665,4.44423970189739,8.3087551155892,8.73630299937298,454982426.128523,405074266.016599,4177067541.46937,5040573412.30604,7225621330.32653,6566175919.51031,6321213331.79507,6782387111.82889,6419314385.06349,7078849095.85852,5887412717.94843,5808710368.479,2904355220.7395,73.0
Lithuania,A,Lithuania,LTU,15.931,10.698,9.12,7.862,7.073,6.147,6.255,8.487,7.112,5.956,6.962,0.5595417781858352,-5.84291644362833,3.54699194706827,-2.51745557937896,-1.01460897973493,1.08697261761581,0.309996924920131,3.73752991159912,7.22470104088845,1.46940668521304,-6.08497389220301,1.10087710830163,2.5504385541508148,4.0,2.60029166666667,1050063250.2942196,2100126497.9881475,3150189745.6820755,4200252993.3760033,5250316241.069931,6300379488.763859,7350442736.457787,8400505984.151714,9450569231.845644,10500632479.539572,11550695727.2335,48306546656.9281,41540954817.2039,42970749245.0336,47756764508.446,54261795148.5372,55122066225.796,57412038533.2718,67037321008.9679,71033884499.7824,79789877416.1681,39894938708.57486,0.981615478857598,0.103758009433708,-0.884097405500596,0.905525075460342,3.72288862303707,2.69792779208394,2.33450937988027,1.19989444983569,4.68354420903453,19.7050461518394,9.11731962390475,681339604.6330498,1362679200.14878,8729460563.48084,1697150153.84852,2599864854.6003,4449678813.3316,5770956096.50459,5085045225.2078,4846519049.92043,5579844284.24645,5365254190.36888,6168341355.74637,3084170707.873185,60.0
Slovenia,AA- ,Slovenia,SVN,6.92,9.692,8.975,8.007,6.573,5.116,4.448,4.974,4.747,4.013,3.627,0.45555858235568,-2.71588283528864,5.32786784003455,4.11844607611057,5.29223433710436,6.82058845826205,6.52066143026877,6.45290585431634,7.67395367082141,3.36842854821461,-1.03019750160202,4.47248441339548,113.56428512336424,222.656085833333,1802911937.6080053,3605823652.559925,5408735367.511845,7211647082.463764,9014558797.415684,10817470512.367603,12620382227.319525,14423293942.271442,16226205657.223362,18029117372.17528,19832029087.1272,20159190701.6789,49514466379.6057,42709468274.8137,44290685824.0682,48153200134.6613,53689067639.9176,53909922735.545,53384760135.1581,61529280461.092,59927702746.2843,69148468417.3208,552.083528914325,8.91174418658769,0.19934382657075,-0.525552285820877,-0.054999541670474,1.42910743319306,1.7386086198818,1.63052260754344,-0.05485681576061,1.91706506089259,8.83369886749452,7.44687717385838,1598049576.5466738,3196099145.64647,1016368870.65301,856213889.025237,742060176.083081,889788337.683431,933092542.007261,1015426218.95744,1311110695.57558,2266987091.84422,2267946375.45725,2369992496.30557,1184996278.152785,60.0
Malta,A-,Malta,MLT,6.324,5.737,5.389,4.694,4.008,3.665,3.627,4.357,3.403,2.929,3.125,-2.18883857266974,-11.9011092563421,8.34223890375466,2.65010086231415,-0.551812269317061,19.1577413621011,13.3484161587894,17.8499331598587,16.1164990939613,9.35025700944488,-0.872518136261447,6.38045045138846,0.31779,0.438149991666667,231575474.87116912,463150949.30418825,694726423.7372074,926301898.1702266,1157877372.6032455,1389452847.036265,1621028321.4692838,1852603795.902303,2084179270.335322,2315754744.768341,2547330219.20136,4036810072.08739,11888032872.432,11340795041.8065,12025782834.3596,14161366723.6779,16153779511.1559,16337793530.7788,16385919535.6742,19718565605.433,19209979975.2323,22328640241.5553,2.9834058606356,2.36959287531806,0.310306472181665,1.10054826378929,0.642702771527304,1.36435448150708,1.15782362451517,1.6420600176894,0.638544956776712,1.49789217934724,6.15375621933037,5.09396758978883,1492208124.72436,1471281813.84209,619373096.55437,571697422.679452,677039187.752481,832991850.762179,1024613729.12179,937615561.122226,930464309.381045,1149326794.25072,1199148720.77094,1222820471.48281,611410267.241405,63.0
Slovakia,A+,Slovakia,SVK,18.546,11.537,11.492,9.679,8.142,6.544,5.761,6.719,6.894,6.143,5.84,1.7318413415062102,-2.37631731698758,1.77620820872982,-2.05103816352739,-1.41742583384371,-1.71807692688754,-1.59262375291934,-3.51259174873163,-0.437071238574067,-4.78961916349394,-9.59769039750434,-1.67789244355586,22.17863711155542,46.0351666666667,1174095221.683015,2348190397.330864,3522285572.978713,4696380748.626561,5870475924.274409,7044571099.922258,8218666275.570107,9392761451.217957,10566856626.865805,11740951802.51365,12915046978.1615,29215726004.7765,101713075598.862,89178548717.3324,90347173228.6356,95978130734.9766,106611673364.837,105843498304.094,107732602896.441,120592216208.386,115928615553.286,132908336234.295,66454168123.16539,12.0357805974299,-0.0761653295419871,-0.325219777427673,-0.520010196278266,1.31194588223228,2.51403712883812,2.66456133425431,1.93694126694223,3.14960629921268,12.7741463637611,10.5319476645211,2188164343.9731483,4376328677.41435,2620751837.79851,2892029439.91285,2879889589.86374,3620878540.50759,5229297354.833,7168770088.19532,9343714002.21729,9609533728.63927,10280260081.4338,11288019853.7365,5644009956.36825,59.0
