Country,S&P Rating,Country Name,country_code,unemployment_2000,unemployment_2014,unemployment_2015,unemployment_2016,unemployment_2017,unemployment_2018,unemployment_2019,unemployment_2020,unemployment_2021,unemployment_2022,unemployment_2023,current_account_balance_1990,current_account_balance_2000,current_account_balance_2014,current_account_balance_2015,current_account_balance_2016,current_account_balance_2017,current_account_balance_2018,current_account_balance_2019,current_account_balance_2020,current_account_balance_2021,current_account_balance_2022,current_account_balance_2023,exchange_rate_usd_1990,exchange_rate_usd_2000,exchange_rate_usd_2014,exchange_rate_usd_2015,exchange_rate_usd_2016,exchange_rate_usd_2017,exchange_rate_usd_2018,exchange_rate_usd_2019,exchange_rate_usd_2020,exchange_rate_usd_2021,exchange_rate_usd_2022,exchange_rate_usd_2023,gdp_1990,gdp_2000,gdp_2014,gdp_2015,gdp_2016,gdp_2017,gdp_2018,gdp_2019,gdp_2020,gdp_2021,gdp_2022,gdp_2023,inflation_1990,inflation_2000,inflation_2014,inflation_2015,inflation_2016,inflation_2017,inflation_2018,inflation_2019,inflation_2020,inflation_2021,inflation_2022,inflation_2023,total_reserves_1990,total_reserves_2000,total_reserves_2014,total_reserves_2015,total_reserves_2016,total_reserves_2017,total_reserves_2018,total_reserves_2019,total_reserves_2020,total_reserves_2021,total_reserves_2022,total_reserves_2023,Unnamed: 73,value_counts
Kazakhstan,BBB-,Kazakhstan,KAZ,12.75,5.06,4.93,4.96,4.9,4.85,4.8,4.89,5.556,4.86,4.847,3.42478381414006,2.00256762828012,-1.28837366004242,-5.4122312771503,-5.07331546745494,-2.05429721551443,-0.984581633983154,-3.8684220835049,-6.46182057750937,-1.35935671668035,2.85390106329207,-3.43448978527549,69.34942177402877,142.133333333333,179.191666666667,221.728333333333,342.16,326.001022727273,344.705833333333,382.747310606061,412.953333333333,425.9075,460.165,456.165,26932016269.6107,18291990662.0356,221415613595.469,184388404706.042,137278320084.171,166805788827.233,179339977690.485,181667184854.501,171082365861.423,197112255360.612,225496328925.494,262641892078.524,131320946045.85245,13.1808905865732,6.84944977003349,6.67828585615244,14.3610942386247,7.44266321306792,6.16366247577751,5.33356098916669,6.71815454861464,8.04147134028396,15.0278644440851,14.7249900200331,1049484906.6262648,2098969798.52754,29250310667.5371,27854795818.7629,29603056785.2248,30746770568.3835,30976612438.5176,28957509931.0023,35638096635.119,34377998805.6455,35076053023.0673,35964591353.82,17982295711.41,69.0
Mexico,BBB,Mexico,MEX,2.646,4.819,4.311,3.853,3.419,3.275,3.477,4.441,4.019,3.256,2.812,-2.85201728941809,-2.52707170174362,-1.82131927662925,-2.59917628210589,-2.27311198277187,-1.79746290774801,-2.06414074457574,-0.296844402091808,2.39997618948584,-0.341323111758756,-1.20188858644509,-0.306112937961911,2.81259916666667,9.45555833333333,13.29245,15.8482666666667,18.6640583333333,18.9265166666667,19.2443416666667,19.2636333333333,21.4856083333333,20.2724083333333,20.12735,17.7587166666667,261253675692.838,742061329643.37,1364507717614.13,1213294467716.88,1112233497452.7,1190000000000.0,1256300182879.73,1304106203694.81,1121064767261.88,1316569466932.59,1464312692331.58,1789114434843.46,26.6516725646771,9.49156149435403,4.01861608078679,2.72064064964023,2.8217078474766,6.04145724018986,4.89935015356551,3.63596142127046,3.39683415570006,5.68920847683753,7.8962761916855,5.52796087314389,10216845193.6425,35577279053.6649,195681624545.922,177596632552.624,177973637254.61,175469669183.544,176390278595.584,183056094117.556,199069188921.046,207799490381.042,201118689946.087,214316827085.02,107158413579.51,74.0
India,BBB- ,India,IND,7.856,7.992,7.894,7.8,7.723,7.652,6.51,7.859,6.38,4.822,4.172,-2.19193586906134,-0.982342580017139,-1.33950896483453,-1.06754907167965,-0.527880606037518,-1.43948820320988,-2.42697545810527,-1.04961203910072,1.22362111042791,-1.05524166809384,-2.35728753316071,-0.895916592872975,17.5035,44.941605,61.0295144607843,64.1519444632786,67.1953128073894,65.1215686450659,68.3894670935422,70.4203405359551,74.0995668836052,73.9180128154351,78.6044905829916,82.5992764460784,320979026420.035,468395521654.458,2039126479154.52,2103588360044.94,2294796885663.16,2651474262755.45,2702929641648.74,2835606256558.19,2674851578587.27,3167270623260.47,3353470496886.33,3567551674623.01,8.9712325027325,4.0094359104519,6.66565671867899,4.90697344127256,4.94821634062141,3.32817337461298,3.9388264669163,3.72950573539129,6.62343677628535,5.13140747176369,6.69903414079852,5.64914318907925,5637446363.83185,41059061574.6632,325081035127.891,353319061013.224,361694321972.036,412613792019.924,399167159226.682,463469902152.507,590227359928.896,638484779930.836,567298153917.14,627792750126.715,313896375099.8575,73.0
Aruba,BBB ,Aruba,ABW,9.640537234042553,9.136085106382978,9.052058510638298,8.903803191489363,8.664478723404255,8.383856382978724,8.24477659574468,9.305228723404252,9.015765957446808,8.230759525263965,7.967091058135851,-20.6793279766253,11.0568722640362,-4.65857687581846,3.99414168614573,4.73177774121448,1.11979544978693,-0.591367072740339,2.49710965476204,-12.7507541445433,2.70553036523941,7.03054716243499,4.410273581217496,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,764804469.273743,1873452513.96648,2790849720.67039,2962907262.56983,2983635195.53073,3092429050.27933,3276184357.5419,3395798882.68156,2481857122.8401,2929446578.25104,3279343543.60416,3648573136.15155,5.83668775158166,4.04402131190513,0.421440918881214,0.474763597342641,-0.931195987079561,-1.02828178762012,3.62604141352961,4.25746204335428,27286003.40596963,54572002.55447722,81858001.7029848,109144000.8514924,136430000.0,235455000.0,680351000.0,815800560.0,922550890.0,907111452.513966,980247680.0,982300000.0,1212578720.0,1512960280.0,1543940590.0,1468151730.0,734075899.0,68.0
Colombia,BB+ ,Colombia,COL,20.52,8.799,8.572,8.922,9.086,9.36,10.28,15.983,13.898,10.547,9.565,1.13284627622115,0.846461525527854,-5.19843119341792,-6.37230442230879,-4.45195067751591,-3.18224191114871,-4.20138344687968,-4.58427517266059,-3.42772945914236,-5.6351694946032,-6.13477892916582,-2.51169597581982,502.26,2087.91833333333,2001.105,2741.78166666667,3055.255,2951.48691120161,2955.70396997842,3281.62219381788,3693.27583333333,3744.24416666667,4256.19416666667,4325.955,47844090709.9908,99875074951.0278,381240864422.407,293492370193.166,282720100286.228,311866875156.879,334198218098.276,323031701192.84,270348342541.465,318524633225.395,345329875078.512,363493841244.303,29.1520245976215,9.22534818585366,2.89883787761738,4.9898311584953,7.51346024627675,4.31431325695011,3.24056932930569,3.52301932741447,2.52663500084706,3.49505757399448,10.1772313546166,11.7359044948689,4868520136.43283,9005870484.66315,46809443348.4249,46222893468.525,46173772892.6654,47131104746.7563,47887623364.3511,52652707434.7902,58499477956.7248,58018679406.6873,56703971712.5605,59040690523.7904,29520345298.3952,73.0
Mauritius,BBB-,Mauritius,MUS,9.132,7.467,7.41,6.814,6.752,6.427,6.331,8.627,7.719,6.322,6.057,-4.43571320618407,-0.781626205334805,-5.27783309373618,-3.47276014053665,-3.90142490101587,-4.46441191248389,-3.7690312029837,-4.97698958833493,-8.78947144116732,-13.0319974912817,-11.1140662620035,-4.42310477684679,14.8634666666667,26.2495583333333,30.6216166666667,35.0567,35.5418833333333,34.4814083333333,33.93445,35.4735166666667,39.3469333333333,41.6921333333333,44.182775,45.267225,2689212760.18576,4726108622.47661,13074129952.0532,12007291045.6489,12594155464.4136,13713506130.6081,14735695930.9727,14436346979.6355,11408106446.3144,11484348857.8529,12927979286.0453,14644524819.0054,13.4880887926371,4.19928825622809,3.21769191994685,1.2865497076024,0.977675134718965,3.66699702675916,3.21605383144579,0.405655190309553,2.5808007718283,4.02852888157376,10.7737512242899,7.05298238454743,761194246.136063,914366133.679955,3920880590.24131,4259691508.3633,4962069842.12085,5984338261.63058,6353096296.20215,7362471785.78251,7291065336.38291,8562656039.81864,7792807407.92421,7247890260.49611,3623945166.748055,73.0
Romania,BBB-,Romania,ROU,6.969,6.802,6.812,5.901,4.927,4.187,3.912,5.035,5.59,5.614,5.595,-8.50766056649959,-3.63721875382544,-0.284259988995025,-0.78482100526747,-1.62125016221964,-3.13311676027209,-4.57391915393836,-4.84128352075871,-4.97337102510718,-7.19767022959067,-9.22066575659504,-6.97326015106598,0.0022432083333333,2.17087208333333,3.349175,4.00566666666666,4.05918333333333,4.05249166666666,3.94161666666667,4.237925,4.24399166666667,4.16041666666666,4.688475,4.57429166666667,38247882300.4904,37253739511.1273,199722319675.741,177885131240.315,185290759248.844,210147385855.419,243468683030.34,251677082534.495,252033792712.145,286578196368.297,296354358293.475,350775856415.189,175387928230.4278,45.6665940440238,1.06830987684298,-0.594156437495203,-1.54479666813897,1.3390212110439,4.62548443137779,3.82785432599438,2.63107311184743,5.05232876096582,13.7954887432521,10.3971874764996,1374053812.57913,3395672575.31485,43186336127.8466,38700983240.8315,39953479392.8854,44429296937.0156,42129061937.9341,42006529633.5014,52190562712.0396,51885588481.0885,55810109299.0554,72999646521.5027,36499823296.75135,72.0
Panama,BBB-,Panama,PAN,6.322,4.415,4.37,4.758,5.395,5.218,6.332,14.183,10.453,8.202,6.701,3.2499389567898,-5.84047277996226,-12.9838146887401,-8.69390485131528,-7.54284607111912,-5.82244596474605,-7.884192985624,-5.05023173163902,0.675537934000576,-1.1555200892392,-0.622928866140088,-4.48721721694321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6433967000.0,11966497000.0,51427104900.0,55767806100.0,59760858700.0,64327688800.0,67316471200.0,69778991200.0,57059846500.0,67396392500.0,76276116700.0,83318176900.0,0.769485354956023,1.49896111605777,2.62652699929151,0.137492058461504,0.739734025300033,0.875585918759878,0.761578359399944,-0.355083821021245,-1.5502754080376,1.63070337301898,2.85965128834711,1.48641355277038,343513777.012704,722595056.913888,4032196741.33614,3378098353.89896,3846753359.06372,2703336161.52673,2121303718.10741,3423477098.41293,9613847648.57363,8832242051.03447,6876072133.54101,6756683681.74504,3378341889.37252,97.0
Greece,BBB- ,Greece,GRC,11.345,26.708,24.981,23.514,21.414,19.179,17.045,15.899,14.657,12.426,10.997,-3.66416152795676,-7.80647954386925,-1.59663409250033,-0.828192197799729,-1.68881636338714,-1.79956830770948,-2.92946837177349,-1.50121840629263,-6.48664200392795,-6.34795283469092,-10.3357101038965,-6.16330418209365,158.513916666667,365.398560833333,8775417357.11602,17550834348.833477,26326251340.550934,35101668332.268394,43877085323.985855,52652502315.70331,61427919307.42077,70203336299.13823,78978753290.85568,87754170282.57315,96529587274.2906,125760166224.805,233911581521.062,194567373678.099,193097239005.87,200381103984.298,213298873494.394,207305649887.019,191362985554.861,218303801895.326,218880566444.349,243498333237.802,20.433499109463,3.1511816249383,-1.31226096405506,-1.73588804765284,-0.825653978390973,1.12125452031419,0.62562141345364,0.253007522038157,-1.24798355581405,1.22382501019854,9.64525981280632,3.46480128513405,4721071253.78782,14594006578.5544,6236284818.73247,6027606781.10376,6851247713.21209,7803722132.38225,7578500698.89502,8507452886.82209,11931180004.6485,14447242598.1807,12061425398.4158,13608310628.7708,6804155345.8854,63.0
Oman,BBB-,Oman,OMN,4.396,3.43,3.392,3.266,2.524,1.8,2.052,2.94,1.9,1.514,1.46,8.31216538356323,14.0586857970744,4.62995815380301,-13.7629351868833,-16.5548466336002,-13.6143943671899,-4.87333794620046,-4.9181886997824,-16.5486765828436,-5.53764911438882,3.89667138645212,2.42405359925175,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,13310273081.9246,22259557867.3602,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909492847.8544,87323797139.1417,111943823146.944,108810923276.983,72540615518.32666,36270307759.670334,1.01401483924156,0.0652901330286599,1.10920805807027,1.58909413567799,0.889312370970404,0.490815362820671,-0.40640291946585,1.68221185876085,2.5061425061425,0.950782997762827,1783597593.42604,2379851418.47575,16323681793.6461,17543298732.7005,20261504991.421,16087970171.3202,17387546506.3455,16660777436.189,15006140748.0941,19729709613.7596,17496554658.8078,17298247786.0752,8649123928.5376,71.0
Paraguay,BB+ ,Paraguay,PRY,7.61,5.034,4.556,5.255,6.138,6.217,6.595,7.548,7.311,6.755,5.779,6.7118429696366,-2.79049501871093,-0.750343475494792,-0.13177100529457,4.60519395349609,3.33175584284017,-0.217333511209494,-0.569112318506617,1.8886944541222,-0.869525418278848,-7.13927095267708,0.243886221755418,1229.80833333333,3486.35333333333,4462.18528829093,5204.92080811087,5670.54089799784,5618.9334516428,5732.10455572912,6240.72207844257,6771.09742519652,6774.16273484849,6982.75237776692,7288.87205374128,5812114523.01187,8855705139.55857,40377929295.6419,36211447840.0971,36089700222.9461,38997129473.5558,40225448340.6322,37925338329.1494,35432178068.1814,39950899938.7482,41952910858.0846,42956263543.9482,37.2599561799201,8.98215976750022,5.02882767456766,3.12900274473925,4.08682280577241,3.60247741348943,3.97561015740694,2.75709727562775,1.76751592356698,4.787983101236,9.76556667164402,4.63202285403356,674873064.92467,772414513.758737,6986586468.56047,5938523046.9591,6880868043.64371,7877536165.92124,7697884446.2912,7717366750.62534,9202411639.30502,9661226172.74015,9518826116.61083,9885683629.59266,4942841851.29633,73.0
Azerbaijan,BB+,Azerbaijan,AZE,11.78,4.91,4.96,5.0,5.0,4.9,5.0,7.24,6.04,5.65,5.636,1.22701547908056,-3.18196904183888,13.5683574038086,-0.419198909856565,-3.60050733417184,4.12208960991814,12.6823769245212,8.70455620187564,-0.740874280795449,14.9620003998682,29.7916946512237,11.5116198869156,6.2032253184578,0.89483075,0.7843475,1.02456381855059,1.59572157270424,1.72115480222734,1.70001666666667,1.7,1.7,1.7,1.7,1.7,8884848484.84848,5272615722.96892,75239785452.1022,53076235354.746,37866996882.9157,40866627351.9817,47112470051.7701,48174235294.1176,42693000000.0,54825411764.7059,78807470588.2353,72356176470.5882,36178088236.1966,1.80500303704356,1.37344181533176,4.02768573742726,12.4433748584372,12.9359184187335,2.26854690373999,2.61057182799215,2.75980947008127,6.65029912708779,13.8522590144267,8.78543049849081,339802756.43372023,679605504.08201,15603217172.1229,7070555994.33957,6698545432.89916,7026285830.44112,6696420864.42018,7069418581.86676,7775084753.01305,8290112834.95499,11338378376.1944,13748751031.513,6874375552.2565,73.0
Morocco,BB+ ,Morocco,MAR,13.58,9.7,9.46,9.3,9.229,9.282,9.21,11.203,10.539,9.53,9.114,-0.648031086262141,-1.10387975127873,-5.53783287947429,-1.95690775142638,-3.74613174513,-3.10210665362038,-4.87290163435469,-3.4182057355437,-1.1275993199651,-2.35786783699057,-3.66568548335361,-0.617116657998831,8.24234166666666,10.6256361666667,8.40633668826152,9.76434827950111,9.8074760315025,9.6919978888289,9.38610242091972,9.61707609950743,9.49684732221969,8.98848402414138,10.1606602430359,10.1314260970897,30179954774.9899,43017455401.8445,119130841411.664,110413823841.592,111572947004.917,118540573367.844,127341147581.818,128920266409.458,121353645057.144,142022058447.231,130951926351.241,144417103249.646,6.78259401511006,1.89463456763464,0.442310053557048,1.5579071134626,1.63531114327064,0.754663249323619,1.80391671141896,0.303386036590383,0.705968661338261,1.40195883962006,6.65704202759067,6.09114152504141,2337533790.10115,5016934754.82376,20272045638.8487,22749566243.6606,25096263443.799,26189585939.2967,24461023093.2087,26412762236.8499,35997639773.4544,35648269520.1527,32314245660.4383,36327701787.7523,18163850930.37615,73.0
San Marino,BBB-,San Marino,SMR,9.640537234042553,9.136085106382978,9.052058510638298,8.903803191489363,8.664478723404255,8.383856382978724,8.24477659574468,9.305228723404252,9.015765957446808,8.230759525263965,7.967091058135851,15166521.337713469,30178282.315407977,43069975.5199744,57426633.40487423,71436513.14834772,-0.391282695967683,-1.8872752884789,2.03446629723337,2.7823596967632,5.39603170026162,15.5187024540628,606.8101845603665,1198.10166666667,1.08270508132601,0.752728196932591,0.901296423367096,0.903421436257288,0.88520550826938,0.846772667108096,0.893215581479226,0.877475207233012,0.845376564367945,0.950915533962108,0.924709622987356,503830683.7971498,1007661366.66959,1673911426.17254,1419401070.56043,1468343139.74326,1528620346.31168,1655353653.05934,1616232125.12587,1544714493.24409,1855395999.76534,1831700577.08904,1373775433.0950208,915850289.1010016,457925145.10698223,1.11296303373832,0.145686073240975,0.573948019802681,1.04597683468917,16895172.481974106,33790343.91797137,50685515.35396864,67580686.78996591,84475858.22596319,101371029.66196044,118266201.09795772,135161372.533955,392044349.567832,378976113.953944,450983493.470616,359153967.380821,338919975.008337,473069834.537933,781674169.94328,954382643.359993,716066334.08873,836088074.053394,418044059.526697,45.0
Trinidad and Tobago,BBB-,Trinidad and Tobago,TTO,12.1,2.477,2.428,3.207,3.385,3.49,3.523,4.206,4.446,4.383,4.206,9.05659501369603,6.67497170338997,13.9893199285126,7.61153477599894,-3.27274488779744,5.8618127618128,6.61738967605014,4.29070730788455,-6.51878691125941,10.7334492622031,17.449203574133,12.4094289457996,4.25,6.29979666666667,6.40909457829793,6.37744166666667,6.66896666666667,6.779525,6.77075089824606,6.7543266828632,6.75105268711505,6.75853004916294,6.75412896099475,6.75026237934502,5068000000.0,8154342116.10311,29697674913.5408,27026750552.9647,23722678429.8078,24040211327.4898,24569257295.0918,23775659262.5735,20807716174.0546,24496397204.7176,30053446092.0128,27372285697.9477,11.0644257703083,3.55541319666877,5.68441814595659,4.66121598098264,3.07066742464024,1.88038440183532,1.01856930188822,1.00054293027237,0.598986330824643,2.05922746915458,5.82838638517959,4.62930242419968,512775399.218961,1402802249.32216,11493196340.5523,9927294618.75719,9464961137.25085,8369757249.16876,7575050348.59939,6928951713.59145,6953756951.24419,6879594621.96588,6832392604.5144,6255633381.74802,3127816727.87401,74.0
Serbia,BBB-,Serbia,SRB,12.6,19.223,17.66,15.257,13.477,12.733,10.395,9.011,10.061,8.684,8.683,4.000534472461543,-0.6819310550769142,-5.36439658261537,-3.31781960336985,-2.81825710129299,-5.05239948291628,-4.65847286841161,-6.56331526088244,-3.89586001943546,-4.01208394283306,-6.67240065379081,-2.40212903173774,30.38188548413113,63.1659,88.4053083333333,108.811425,111.27785,107.75885,100.175075,105.249558333333,103.163291666667,99.3959416666667,111.662183333333,108.402691666667,3663186995.256566,7326373882.11044,49114321280.3466,41297410634.9586,42225495909.5633,45972834713.8077,52787520248.9242,53864693664.5568,55874017668.998,66159884072.5308,66797564758.339,81342660752.3732,40671330411.74692,71.1206287946541,2.08244793880154,1.39235822000187,1.12231397417769,3.13106248590115,1.95984076293801,1.84922984511086,1.57553290083415,4.08510285335102,11.9815117344703,12.3719043552519,4017319003.623837,8034637994.875769,12051956986.1277,11344953319.4664,10748918412.8601,11906315333.2437,12874374086.5037,14994710381.1554,16586724160.6969,18616661464.3849,20679650165.5243,27569406103.6015,13784703084.80075,66.0
Guatemala,BB ,Guatemala,GTM,2.605,2.717,2.506,2.583,2.462,2.283,2.193,2.953,2.174,3.051,2.705,-2.78293492713394,-5.44146333041507,-3.30032026304924,-1.24431009342642,0.964776433206893,1.19614112500964,0.885829177236282,2.36029059992479,5.04131134881773,2.18604717106608,1.25183056596165,3.0942245901666,4.48575833333333,7.76315916666667,7.73223333333333,7.654815,7.59993708333333,7.34793875,7.51916458333333,7.69669833333333,7.72165,7.73438833333333,7.74824375,7.83197416666667,7650196845.21546,19288929030.0508,57852153058.502,62186064718.7424,66053403469.0024,71653754066.2763,73328365862.4329,77172317258.6478,77719464220.73,86478835636.3813,95630524813.106,104450210572.012,41.2218671380973,5.9775773473714,3.4183616966296,2.3887203283955,4.44844199942827,4.42453655182538,3.75186186704508,3.69998398008605,3.21444062197345,4.26105127422813,6.88512823344287,180905253.4425641,361810500.0,1805677836.93431,7330866098.16639,7745916506.07283,9152627961.3824,11765104230.8297,12583121641.7733,14784046764.6684,18463562201.5352,20934881434.6135,20414938168.4224,21311089849.3863,10655544961.19315,73.0
Vietnam,BB+,Vietnam,VNM,2.26,1.256,1.849,1.848,1.874,1.161,1.681,2.103,2.385,1.535,1.602,2.57499847149074,3.54799694298148,4.00897026449707,-0.853052854546214,0.243099852637275,-0.586095207209378,1.90236367538642,3.91824395534242,4.34486906553373,-1.26284279203588,0.341681183969525,6.01163134364857,6537.6046856884,14167.75,21148.0,21697.5675,21935.0008333333,22370.0866666667,22602.05,23050.2416666667,23208.3683333333,23159.7825925926,23271.2125,23787.3191666667,6471740805.56984,31172518403.3162,233451469642.519,239258328381.741,257096001177.982,281353605986.903,310106478394.659,334365270496.667,346615738537.796,366474752771.009,410324028883.325,429716969043.572,214858484520.93085,-1.71033727851109,4.08455446637617,0.631200905175754,2.66824816969082,3.52025688811617,3.53962805942641,2.7958236745225,3.22093436652514,1.83471554810444,3.15650749963129,3.25289282667662,1708255554.1687963,3416511105.0847,34189368832.6688,28250254960.181,36527291044.3307,49075567812.4586,55452622582.5609,78334835182.609,94833616150.4504,109371353442.833,86539530966.6451,92237540812.2468,46118770441.6234,71.0
Brazil,BB,Brazil,BRA,10.892,6.755,8.538,11.58,12.792,12.33,11.936,13.697,13.159,9.231,7.95,-0.822169813282171,-4.0477413019387,-4.4988303801852,-3.51839166782255,-1.70011339695482,-1.22429925770861,-2.8075200859069,-3.46989581411662,-1.68778805337408,-2.41876568208583,-2.09456544027497,-1.00038283323838,2.95572678942699e-05,1.82942312207561,2.35295196276669,3.32690438276879,3.49131342157271,3.19138944630048,3.65382536145755,3.9444710972507,5.15517878751281,5.39440078962503,5.16397029102111,4.99437976287199,464989098144.854,655448231983.527,2456043727198.85,1802212206904.68,1795693482652.52,2063514977334.32,1916933898038.36,1873288205186.45,1476107231194.11,1670647399034.67,1951923942083.32,2173665655937.27,2947.732772483,7.04414105947266,6.32904015516139,9.02990102416136,8.73914352329393,3.44637335032669,3.66485028376729,3.73297621216894,3.21176803803376,8.30165975585673,9.28010608956873,4.59356282283204,9997591007.59699,33015297295.6899,363570226084.661,356464980327.488,364984039092.456,373955518686.487,374709673447.828,356886386911.979,355614251456.14,362210079181.317,324673449781.4,355021395541.562,177510697807.281,73.0
Georgia,BB,Georgia,GEO,10.82,17.439,16.506,16.604,13.939,12.667,11.565,11.73,11.794,11.657,11.622,2.9344487883586243,-5.75310242328275,-9.93087844279949,-11.6071164150782,-12.2417329389246,-7.95124743463903,-6.65935234039703,-5.99374849041921,-12.4335796501942,-10.3045994650509,-4.42087610102786,-5.55101474396171,-1.7874240386475204,1.97616666666667,1.76566666666667,2.26934166666667,2.366725,2.50954166666667,2.53411083333333,2.818145,3.10901666666667,3.22155833333333,2.9162,2.62795833333333,7735927263.59261,3057475335.18846,17966015109.3043,15223796148.8396,15444548901.9637,16473125375.0684,17902544880.6471,17638337116.9126,16010869215.68,18853115588.8106,24984568959.605,30777833585.4441,15388916794.75403,4.06396201382596,3.06881210379543,4.00357820695097,2.13492713939121,6.03531725272117,2.6152447139767,4.85289821696723,5.2024648897534,9.56691433824769,11.8981654203198,2.48776056578715,57982953.03374529,115965903.57973,2699169280.07028,2520721328.46961,2756383662.9152,3038762324.25157,3289463516.7195,3505823162.30974,3913274194.81288,4270945063.01792,4886343005.58234,5002255638.46392,2501127853.73196,69.0
Costa Rica,BB- ,Costa Rica,CRI,5.08,8.499,8.415,8.085,7.729,9.01,10.807,16.432,15.139,11.325,8.304,-7.42337494326744,-4.55955827354411,-4.71600481230981,-3.40396456306336,-2.13651622902175,-3.61676636348474,-2.99153112578977,-1.19007304662517,-1.0451399398849,-3.17593347841436,-3.28139915247024,-1.43159866003366,91.5792916666666,308.186666666667,538.317200279058,534.565769969278,544.73936722902,567.51309030978,576.97250124808,587.294595686124,584.900854962304,620.784720014081,647.135817631363,544.050775505632,5711687786.75989,15013629661.8969,52016408854.2658,56441920820.5194,58847019609.6549,60516044656.5206,62420164991.5374,64417670521.3545,62395610760.0492,64960725734.1965,69243626028.5936,86497941439.0174,19.0397526635649,10.9615496593622,4.51920098516954,0.801982005099623,-0.0174788505908217,1.62590692991732,2.22111461526581,2.09604635327807,0.724911478131376,1.72647755109241,8.27477490232654,0.525193508693455,524889929.252678,1318296304.08344,7211431939.58833,7833931554.67419,7573806767.99203,7149834513.74318,7500924411.18614,8937069411.20634,7231533677.41305,6921168830.74903,8554013584.20952,13225042447.0425,6612521260.02125,73.0
Dominican Republic,BB,Dominican Republic,DOM,6.432,6.719,7.605,7.284,5.832,5.861,6.356,6.126,7.702,5.504,5.557,-3.95268341373003,-4.22327517754885,-3.23042785325025,-1.79906290356184,-1.07615585415127,-0.166379063172654,-1.54461337602595,-1.33559890727136,-1.6858466539231,-2.84932341249584,-5.76805690073836,-3.60354561344743,8.5253,16.1814576782866,43.5496726190476,45.0454990740741,46.0644439393939,47.5343581962482,49.5099928571429,51.2948583333333,56.5245333333334,57.2211166666667,55.1409916666667,56.1576,7073675544.79021,24305780628.6677,67179955677.2791,71164826836.5281,75704647877.6559,79998046305.79,85555390139.118,88941372558.2397,78844656298.1776,94243425938.3647,113537368176.13,121444279313.931,50.4624792378524,7.72413566181616,2.99864226125219,0.836746346724557,1.61416607245223,3.27955694678546,3.56443426013508,1.81060377042959,3.78103179915517,8.24300347981809,8.81109209279587,4.78561281021135,68530000.0,632133042.125822,4861785571.88809,5266043354.25313,6134227406.75062,6872905749.30285,7717561574.1843,8870942286.35982,10844812012.4981,13124643488.9252,14522975012.3239,15546714438.2444,7773357256.1222,74.0
Ivory Coast,BB,Ivory Coast,CIV,4.835,3.275,2.574,1.896,3.273,2.851,2.401,2.559,2.59,2.434,2.403,1.9505413789093533,1.4980827578187066,1.04562413672806,-0.439534823506043,-0.855798630849984,-1.99780015304643,-3.90363086723185,-2.23379059024848,-3.13243536755177,-3.94825311453385,-7.68645594475982,132.2891660048166,272.264787954393,710.207977031367,493.757329875312,591.21169798261,592.605615063022,580.656749587858,555.446458398226,585.911013180369,575.586004510945,554.530675033104,623.759700911182,606.569750165917,10795850582.779,16577533891.8785,48843005613.7091,45815005169.2651,48407761036.8238,52512343996.69,58522477786.6889,60382894697.3557,63027852805.4204,72794636653.7793,70173140101.4315,78875489245.0538,-0.805879698278037,2.53077516737987,0.448682076766141,1.25149954781477,0.723178457513217,0.685881065304603,0.359409031380677,-1.10686343994188,2.42500656821815,4.09195189692863,5.27616724262846,4.38711707003279,8.216608707887591,12.046100345742392,15.875591983597191,19.705083621451998,23.534575259306795,27.3640668971616,31.1935585350164,35.023050172871194,38.852541810726,42.6820334485808,46.5115250864356,50.3410167242904,54.1705083621452,58.0
South Africa,BB- ,South Africa,ZAF,19.841,22.606,22.869,24.023,23.992,24.218,25.538,24.339,28.77,28.838,27.988,1.23093530701267,-0.125570459653347,-4.81243259488483,-4.31028688643788,-2.63361451678798,-2.37436753188649,-3.00051939426577,-2.61999067483039,2.00352275153333,3.73044877034516,-0.461509368787066,-1.6136668878188,2.58732083333333,6.93982833333333,10.8526555687831,12.7589308811644,14.7096108855267,13.3238014244992,13.2339264715833,14.4484270548333,16.4591053903333,14.7786782139167,16.3558534845,18.4502441785,126048140141.869,151752757215.309,381198869776.106,346709790458.563,323585509674.481,381448814653.456,405260723892.517,389330032224.269,337974655408.055,420886877628.703,406920004594.074,380699271814.508,14.320955727722,5.33895102929212,6.12983770287141,4.54064227737906,6.57139642173964,5.18424664766128,4.51716522786592,4.12024587014984,3.21003597454107,4.61167217803206,7.03972661255866,6.0739085322053,2582983157.87227,7702061131.77162,49121568380.4854,45887065756.7249,47180127300.8565,50722891363.2361,51642041966.6735,55055893656.867,55008491995.5568,57597149617.2517,60553113006.2543,62491675820.3129,31245837946.65645,73.0
