Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Portugal,PRT,-629445000,-12054516000,2382263000,1328685000,1026640000,1385766000,948446000,81872000,-5988178000,-6886864000,-2822291000,-1191347000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Qatar,QAT,..,..,..,..,..,..,133770000000,121095909300,137102406400,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Romania,ROU,..,..,-51625200000,-62891700000,-73780000000,-90129300000,-106376500000,-124097400000,-128470800000,-151631400000,-165514600000,-162664700000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Russian Federation,RUS,..,..,..,..,4444200000000,2490700000000,3230400000000,2743183600000,4323069400000,1399653200000,1459723000000,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Rwanda,RWA,..,..,..,..,..,-970897375700,-1000800834400,-1146931331400,-1230619757000,-1269526937000,-1273151422100,-1168890113600
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Samoa,WSM,..,..,-483100400,-437665800,-400237100,-340030200,-446240500,-425878000,-551834800,-794064100,-817029400,-729604600
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,San Marino,SMR,..,..,..,316962906.604,306676266.33322,283289323.96796,290355315.14117,259132002.03557,278417071.49702,342023953.73661,344071039.178509,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Saudi Arabia,SAU,..,..,..,..,..,..,394977000000,262841000000,301710000000,299737000000,421460000000,256604000000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Senegal,SEN,..,..,-1455106000000,-1533103000000,-1697102975900,-2187593686400,-2406457307100,-2348184018900,-3169816479600,-3492342044300,-4233130995900,-4356195214200
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Serbia,SRB,..,..,..,..,..,..,..,..,..,-503821900000,-554890900000,-370233830500
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Seychelles,SYC,..,..,-2651881900,-1401042100,-2181762300,-2250118100,-2819605800,-2214336000,-4658266100,-5279544700,-2452446800,-3007729700
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Sierra Leone,SLE,..,..,..,..,..,..,-7552297300,-9144029200,-5776096400,-4835342300,-6188969000,-6975671500
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Singapore,SGP,..,..,..,115591000000,114761400000,118836400000,131686400000,132058000000,142936100000,153413900000,155631600000,170710600000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Slovak Republic,SVK,..,-3167478000,2937648000,1576723000,1836246000,1791349000,2237177000,1453824000,2650363000,2174172000,1043350000,7289978000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Slovenia,SVN,2291008000,-905694000,2923034000,3121844000,3269962000,3745769000,3682070000,3783330000,3668336000,3133919000,2428697000,3411569000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Solomon Islands,SLB,..,..,-1055800000,-1329000000,-1158300000,-817900000,-1448300000,-2027700000,-651200000,-1541700000,-4018100000,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,-151655535627800,-162215385473200
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,South Africa,ZAF,..,..,..,-57443748000,562198100,-21641686500,-31361651100,-80267243200,1693507599.99988,2348182200,-93341938100,-99757765800
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,South Sudan,SSD,..,..,-3972517000,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Spain,ESP,-13825273000,-13339555000,33635300000,32780000000,43590223000,42355893000,35029960000,39367008000,12666846000,9232651000,34879791000,45813826000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Sri Lanka,LKA,..,..,..,-824865369756.3,-931182141805.57,-971425874287.22,-948230459652.58,-772376189824.26,-881640483974.62,-799880798846.75,9113148907.53027,142404573333.37
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Sudan,SDN,..,-2186072200,-508833200,-568057900,-764359400,-991973700,-1104805600,-1268971600,-1129922800,-1108662500,-1198570700,-970387530
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Sweden,SWE,-55181881000,100112585000,141539894000,137949000000,103962773000,85855411000,96474793000,198911001000,203829282000,211458845000,150897933000,254363041000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Switzerland,CHE,15903610000,29153484000,70578604000,70270459000,76934658000,76683117000,89063379000,84859923000,72639866000,112092776000,117784674000,116555132000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Syrian Arab Republic,SYR,..,62847000000,-113784000000,-113169000000,-111105000000,-146334000000,-141235000000,-132713000000,-89549000000,-271902000000,-220821000000,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Tajikistan,TJK,..,-33000000,-246302800,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Tanzania,TZA,..,..,..,-6177859000000,-4193539000000,-1708186756700,-6815016580400,-3620027475100,-3529625557500,-4596332604800,-8035006668100,-7544508864371.3
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Thailand,THA,..,..,608910000000,697247000000,954929000000,937292000000,633285000000,777835000000,221082000000,-156815000000,13173000000,338121000000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Timor-Leste,TLS,..,..,..,-858375705.183676,-927941964.019034,-862187615.954458,-882939652.955547,-545593269.557504,240283361.28104,232419538.97597,-295144564.012782,-796412494.09976
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Togo,TGO,..,..,..,..,-487000000000,-293360978500,-354963796000,-363381455200,-325525482000,-429653700500,-481904024000,-498577476700
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Tunisia,TUN,..,..,..,-9383000000,-10017000000,-10201000000,-9700000000,-7301000000,-7360000000,-7849000000,-6869000000,-5439000000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Turkiye,TUR,..,..,-14499880000,-5641673800,-22810265500,-18981056000,42678365700,85028430300,-6605417800,84230437500,98076575500,31499896100
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Uganda,UGA,..,..,..,..,..,-3814190081000,-3953302013000,-4783058487000,-5137044852500,-9902978932300,-11791680069300,-10508846507400
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Ukraine,UKR,..,..,..,..,-165162000000,-292381000000,-351077740204.55,-352509143123.75,-323093635922.82,-646405392386.42,-808193760991.802,-966357166575.121
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,United Arab Emirates,ARE,..,..,306090545035.69,397342585300.311,455089284142.26,417978208782.795,431824686605.06,385579684487.77,386668572644.52,358138834371.75,178442884734.66,104212996858.16
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,United Kingdom,GBR,7903909000,24955968000,-21800256000,-28970000000,-36588931000,-17985653000,-18648395000,-23496178000,5435016000,-8259163000,-11660745000,-3491681000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,United States,USA,..,..,..,-524320000000,-554267862263.54,-593964467418.23,-646065053157.8,-669382206887.09,-711164834986.04,-990333572200.121,-1099975611771.55,-990934232225.99
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Uruguay,URY,..,..,..,..,93499239700,89933885200,82469000000,99971000000,70381610086.4291,63866833233.853,59341167201.1971,34467893043.2809
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Uzbekistan,UZB,..,..,-4663195259948.3,-1443792404566.6,-209091919393,-156684988932.098,-8596682409168,-8888748973894.1,-9322663424654.09,-14158231431955.5,-12725569519156,-15632321831929.8
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Vanuatu,VUT,..,..,-5238000000,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Viet Nam,VNM,..,..,-90404725891480,-151148305552010,-176560453116530,-238964543136970,-162282571459510,-112584330069940,-81800781195350,-180454699042610,-35146909987380,64812600000000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Virgin Islands (U.S.),VIR,..,..,94000000,160000000,-707000000,-921000000,-1690000000,-1438000000,-1458000000,759000000,262000000,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,West Bank and Gaza,PSE,..,..,..,-5401200000,-5588000000,-5385900000,-5678100000,-5745600000,-4853200000,-5516000000,-6982400000,-7110000000
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,"Yemen, Rep.",YEM,-7828545010.8024,18942926000,-25047871100,-33322227800,-48406778100,-57579787900,-72960489000,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Zimbabwe,ZWE,..,..,..,..,..,..,..,-1459013300,-3651200700,-10206555000,-20369743400,-16434060400
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Africa Eastern and Southern,AFE,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Africa Western and Central,AFW,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Arab World,ARB,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Low & middle income,LMY,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Low income,LIC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Lower middle income,LMC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Middle East & North Africa (IDA & IBRD countries),TMN,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Middle income,MIC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,OECD members,OED,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Other small states,OSS,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Pacific island small states,PSS,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Post-demographic dividend,PST,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Pre-demographic dividend,PRE,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Small states,SST,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,South Asia (IDA & IBRD),TSA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Sub-Saharan Africa,SSF,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Sub-Saharan Africa (excluding high income),SSA,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Sub-Saharan Africa (IDA & IBRD countries),TSS,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..,..,..
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,World,WLD,..,..,..,..,..,..,..,..,..,..,..,..
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,
Last Updated: 12/16/2024,,,,,,,,,,,,,,,
