Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Afghanistan,AFG,..,..,-15.7724198274304,-21.9126573355151,-14.9501951919169,-18.9559612272258,-21.5852741164653,-20.1704643881064,-15.7183027911684,..,..,..
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Albania,ALB,-5.83174096323551,-4.49092085179739,-10.7753990397848,-8.60488046763521,-7.59082599857198,-7.54422875202925,-6.60766413996776,-7.82064680790707,-8.62504716701021,-7.59590759205624,-5.87243640069213,-1.19632174783293
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Algeria,DZA,2.2889527648555,..,-3.8772158836163,-14.4205446442815,-14.4962877563746,-11.6217683736912,-8.68941296193565,-8.76373598794007,-11.0309095376359,-2.42153524552472,8.61928488039942,2.19023556995843
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Andorra,AND,..,..,..,..,..,..,..,18.0104704758856,15.5264308539605,14.0596948386118,17.2512710338157,..
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Angola,AGO,-2.09715190221188,8.71506351159262,-2.75620042901358,-11.351655507595,-5.84742399005694,-0.858821843953161,9.31723397425301,7.24618124732477,1.797710856441,12.6297800641592,11.2671532788355,4.93369978468039
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Antigua and Barbuda,ATG,-6.472877513598,-7.93309633588914,-0.0378931718702426,2.03355375207685,-2.38746823038994,-7.7154739119248,-13.9937660480859,-6.50941782193349,-15.8803184798174,-17.9564073419849,-15.855941703947,-12.8916209446326
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Argentina,ARG,3.2203150343045,-3.15992237703676,-1.74400211981355,-2.96292666513535,-2.70922168361454,-4.83995921807391,-5.16055257152294,-0.779998447561849,0.696935361136032,1.36154422203441,-0.640820188045601,-3.24351254822955
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Armenia,ARM,..,-15.7812102966465,-7.76786633240124,-2.66180705584758,-0.956577968660235,-1.260724020147,-7.2281230237955,-7.05686573000043,-3.99777390668494,-3.47997395796116,0.331693235139525,-2.3097864408313
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Aruba,ABW,-20.6793279766253,11.0568722640362,-4.65857687581846,3.99414168614573,4.73177774121448,1.11979544978693,-0.591367072740339,2.49710965476204,-12.7507541445433,2.70553036523941,7.03054716243499,..
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Australia,AUS,-4.98749064104478,-3.72140115832283,-3.05473423366322,-4.22902816159681,-3.44049001453332,-2.7229113685881,-2.23340154815029,0.350121808005312,2.3309306153156,3.13720851235738,0.845323879697861,0.254737257076373
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Austria,AUT,..,..,2.31393875506261,1.58832680063968,2.57148776968201,1.24444591726667,0.908176708238319,2.38423045289808,3.3513779974929,1.71589946789047,-0.829086609771728,1.32556377170149
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Azerbaijan,AZE,..,-3.18196904183888,13.5683574038086,-0.419198909856565,-3.60050733417184,4.12208960991814,12.6823769245212,8.70455620187564,-0.740874280795449,14.9620003998682,29.7916946512237,11.5116198869156
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,"Bahamas, The",BHS,-1.15603284902085,-7.8368767543246,-17.1793879299618,-10.3082218220564,-6.0517621951897,-12.8682246348301,-8.84029408152681,-2.65423795994222,-22.9408947412774,-21.4091678759537,-9.3830328201543,-7.49437662164348
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Bahrain,BHR,1.4488136317136,9.16025901142396,4.38061668747352,-2.31252912932776,-4.40558716045662,-4.30051876437292,-6.15289066217848,-1.96409784324041,-9.05383693445987,6.37213530677418,14.6497544700467,5.85823757664046
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Bangladesh,BGD,-1.25927364158709,-0.573042663299641,0.437159797644511,1.32188871858147,0.351171861174517,-2.03756600416726,-2.20783912081883,-0.839485005371137,0.31894044196432,-3.78969259910934,-3.13772027498749,1.0030676999089
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Barbados,BRB,-0.354355356419997,-3.33993473383023,-12.0306623984079,-1.86708346142229,-8.48641052893695,-5.37207753716545,..,..,..,..,..,..
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Belarus,BLR,..,-3.60452157918938,-6.63305918043161,-3.24347461784006,-3.37736852773594,-1.74032844195636,0.0381468469587968,-1.93416802348366,-0.290687465352215,3.0672484923844,3.56177663896649,-1.54353699895619
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Belgium,BEL,..,..,0.751219410488652,1.38017908454948,0.558076934849913,0.702363722625537,-0.874098516086552,0.123098549898876,0.874586400402743,1.86556031631373,-1.18476181705959,-0.698394105629197
Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,Belize,BLZ,2.80544640409394,-14.1866352703266,-6.35386054940414,-7.9676955998834,-7.29650492928029,-6.97326171926515,-6.57557614826683,-7.73126092549567,-6.26182966146403,-6.52200388988279,-8.27503903869997,-0.644082652498453
